asin,n_obs,mae,rmse,r2,mape
B0D6WD2QSQ,213,11.588203680190682,37.081512084945174,0.9694006240287381,6.428860860090239
B0CVM2GJCN,207,13.353338679253765,37.42188456989205,0.9561654065172099,7.137439642968274
B0CRGJC5ZD,213,13.06220709500738,37.694480482013404,0.9719921090080101,6.425422477627711
B0FC5Q65J8,213,13.697172496509102,38.01305909850916,0.9603046160561635,8.685584333314731
B0GJTXVN9Z,54,16.63647758060031,38.19682674783943,0.9632839888263717,9.601927022462007
B0G1PJLWLZ,30,17.065485848744707,38.21554470621009,0.971692739034163,9.99172162262605
B0C546P8BQ,213,15.660493272682869,38.28279130606916,0.95567759106219,8.166185612990294
B0DVTGBCBL,210,12.9532623643421,38.996440147624845,0.9619135586961071,7.576488619637516
B0D3WGM8X8,213,13.789722139331653,39.02701873926727,0.9772834232547176,7.291385654579406
B0CL3P2YHF,201,14.45985025576691,39.04384095123191,0.9769966179499272,6.986477990789523
B0DCJRW7BB,213,12.650464424079571,39.05579396266795,0.9579708756002016,6.566380752222423
B0GD21577Z,79,11.467438622728178,39.05847417629276,0.9482928930645264,7.3918725059526595
B0D79ND3N7,201,13.639719220251584,39.22621035869674,0.9652725935024928,6.8284657826072115
B0DY8BRMM5,206,13.794044507869238,39.24169574205843,0.9531653314762479,7.547281102967079
B0F25BWMV5,213,13.09995694361942,39.28016389076511,0.9564922614534257,7.429251262755014
B0DCLRRHSP,213,12.335156996104638,39.347472594074105,0.9612851581035401,6.656830054253775
B0DWGS5977,213,12.34031206462305,39.390233385069976,0.9516375077037029,8.241952135788425
B0CT9MB4WR,213,14.117368313337158,39.693825784260554,0.9703618786775997,7.20699809320475
B0G31P119K,76,13.296127396884714,39.734131800737714,0.9218550758332502,9.534429454279811
B0CT3SGHXL,213,8.8670936128679,39.76554483232934,0.9556593635426385,5.256284403554013
B0DKL298QX,213,12.965809941000783,39.77657790541147,0.9650981402069392,6.473718306920582
B0FQPJXQB3,175,14.446362840815954,40.21398278212954,0.9366314275375932,7.802019194700262
B0F6VCDJM9,213,11.494864712567397,40.49352796674403,0.9571210623026871,6.296052184706556
B0CTNWBT1Z,213,10.032838888302653,40.5003283666695,0.9484016354100099,7.751964833938447
B0FDKR4RVP,209,12.86738128516092,40.586120896862106,0.9555874213422944,7.938762673033413
B0CTP56C5R,210,13.82312003281003,40.66482266174376,0.9373758019953543,8.96245718468957
B0D2FSYS5J,209,14.876181882374594,40.67347696793961,0.9733061848407641,7.550905711087872
B0F53L8J78,128,12.932648742347954,40.71934388356485,0.9431952608634888,7.0591708585757935
B0DW97VBWL,212,13.068413566283459,40.97298065000859,0.9583276597139263,7.925833293029773
B0DT3YMDMZ,212,12.699016834025112,41.03671202169679,0.962366543653709,7.27274252987144
B0CLWSGNS3,213,11.729693074651726,41.254221791362774,0.9560290413177828,7.352737239752978
B0CF2QYW8H,208,12.788777287648276,41.43465737775331,0.9612452921753184,6.848964193563828
B0C8PR4W22,213,12.738770949941287,41.58800923482613,0.9728341687329494,7.120337708597176
B0CNCHLR56,213,11.361298903165288,41.91904364693603,0.9586618534221523,6.154272590303793
B0D9R2KDY9,213,12.567276385132697,41.956210603037285,0.9553386040847932,6.618964435263927
B0FNQ4B2Z2,171,11.430658663811041,41.97268623382979,0.9603318922651626,6.604711296623457
B0CFV9XR2Q,211,12.675014903172498,41.99205543805174,0.9644984694151811,6.961433084303857
B0DGWNRBZJ,208,10.83981297492981,42.00794208495486,0.9550229112636449,6.732467994952823
B0F8XV7MPP,130,14.759799664130577,42.039263889493114,0.9173026023445062,7.853488875658983
B0FD5GJ9Y5,206,12.888989739464323,42.1268220098636,0.9582465162830618,8.43334467836735
B0CGXYM9TP,207,12.042387936909991,42.332853968875234,0.9632434901103104,6.481692927292627
B0D3J85SX4,213,10.718571429364557,42.33714791412287,0.9545245666302506,5.496933632176005
B0BQPRV3NJ,213,10.804091466088808,42.53983169961786,0.9651184586480185,6.4460410490119235
B0CCZ26B5V,213,13.094142522229834,42.616365002090205,0.957165050746083,7.481781265747359
B0DGHYQ1VJ,213,12.595016268967463,42.618076692295936,0.9571430021161977,5.9823069357301035
B0DYD56G2Y,211,12.747581087989266,42.80425243260628,0.9542328320543041,8.610703593359869
B0DM6S4FMH,213,11.484864919510244,42.85414276254408,0.9565835144760685,6.8688117125935335
B0D7QTSXY5,206,11.689505511719046,42.96786356838283,0.9579400319357879,6.5362296631089984
B0DMHV5BG9,207,14.106846244277586,43.01127060369634,0.9589671943628899,7.2917911387185255
B0DJWQ1FV1,213,12.274456019871671,43.084250549212825,0.9547238498065782,7.163321872036196
B0CG19QXWD,211,12.002394457450972,43.378515001324246,0.9674837236274351,6.570813254313114
B0D6CKL4HV,212,11.167318876734319,43.44620551003493,0.9482228368127451,6.052518698124289
B0CRT6HQ82,213,11.287515164496192,43.46360177520846,0.9532433307268872,6.837795447445203
B0CWVXTK6Z,213,12.438401923560198,43.650559120877205,0.9679319658512243,9.042152215957888
B0BF6T86WD,213,11.256869360516326,43.65308698407108,0.970454505683147,5.8693709511633365
B084SDXVBD,213,14.433095237660297,43.7163608005641,0.9574067494040621,9.594037505076788
B0CP4CG1ZB,213,12.102390532336884,43.73885709779893,0.9592450651578804,6.274155669110984
